hai,hey
cik,"silver perch, mademoiselle, bairdiella chrysoura"
kirimkan,
flores,
namamu,
timur-timur,
syaa,
ngojek,
manfaat,"profit, gain, benefit"
servernya,
bayarnya,
gagah,"audacious, brave, dauntless, fearless, hardy, intrepid, unfearing"
kupercaya,
nge-prank,
totemori,
mengatasi,beyond
pekalongan,
nopo,
ozon,ozone
temon,
fps,
eun,
bulunya,
bero,
promote,
m-nya,
koala,"koala, koala bear, kangaroo bear, native bear, phascolarctos cinereus"
diskip,
sumbernya,
susi,
serah,"submit, state, put forward, posit"
ketabrak,
sulawesi,
dini,early
sausnya,
dien,
uas,
korporat,"bodied, corporal, corporate, embodied, incarnate"
ender,
mengenali,"acknowledge, recognize, recognise, know"
shinta,
bajaj,
ngintip,
cekidot,
mamang,confused
jikalau,
motto,
amis,
mimpi-mimpi,
masnya,
spears,
peran,"loft, attic, garret"
genteng,
ngebuka,
access,
dindingnya,
glad,
makanin,
molen,
lantainya,
blackpink,
scare,
ampere,amperage
kuasai,
snorkeling,
fansite,
sego,
nothing's,
dachau,
sby,
women,
noted,
replace,
sample,
vi,
studi,"study, hit the books"
wide,
wuihhh,
persatu,
adudududuh,
garpu,"branching, ramification, fork, forking"
adapun,
headed,
kyles,
s1,
disemangatin,
venue,
walls,
houston,
pers,
turned,
mula,"causal agent, cause, causal agency"
straits,
rachel,
universe,
attention,
high-end,
mesiu,"ammunition, ammo"
tulisnya,
kebab,"kabob, kebab, shish kebab"
stasis,
nanggung,
berkedok,
sus,
asyiqol,
orde,order
bedalah,
building,
gs,
menolong,"help, aid"
patut,due
gilo,
icu,
sekampung,
bertahanlah,
jan,
pause,
desaku,
undercut,
kandangnya,
kutai,
radionya,Radio
pager,"beeper, pager"
manage,
mercy,
gobloknya,
ndas,
duduknya,
keton,ketone
senonoh,decent
kejar-kejaran,
kardus,
kuis,quiz
fridge,
rendra,
ditinggalin,
anggana,
jangkarnya,
bening,"crystalline, crystal clear, limpid, lucid, pellucid, transparent"
ehehe,
sejenis,"homogeneous, homogenous"
rugi,"lose, turn a loss"
kearah,
pencipta,"godhead, lord, creator, maker, divine, god almighty, almighty, jehovah"
mere,
kekurangan,failure
guide,
inbox,
gagas,
less,
lake,
dijadiin,
memotivasi,"motivate, actuate, propel, move, prompt, incite"
tio,
asep,
keeping,
kripik,
physical,
cuma-cuma,"gratis, for free, free of charge"
endurance,
poster,"poster, posting, placard, notice, bill, card"
temu,"meet, encounter, play, take on"
quiz,
maluku,
amazon,
font,
gambar-gambar,
grace,
bagusan,
menghadapi,"know, experience, live"
beruang,bear
nyelesain,
happy-happy,
retweet,
taruhnya,
sukai,
manik,bead
nyemplung,
sudahkah,
pekan,"market, marketplace, market place"
kenang,"remember, retrieve, recall, call back, call up, recollect, think"
petugas,staff
sweater,
balek,
ng,
rekening,
menaiki,"wax, mount, climb, rise"
widih,
jeung,
ences,
skill2,
height,
culik,abduct
bambang,"across-the-board, all-embracing, all-encompassing, all-inclusive, blanket(a), broad, encompassing, extensive, panoptic, wide"
mengontrol,"monitor, supervise"
piket,"lookout, lookout man, sentinel, sentry, watch, spotter, scout, picket"
lip,
menyumbang,marketing
meloncat,"leap, jump"
arifin,wise
mengucapkan,"draw, make"
jes,
sirkuit,"circuit breaker, breaker"
render,
untung-untung,
lengkapnya,
halah,
faster,
simulation,
terhenti,"bog down, bog"
mapnya,
nation's,
tersisa,
beting,sandbank
jarwo,
nyenyak,"heavy, profound, sound, wakeless"
layaknya,
mempersiapkan,"fix, prepare, set up, ready, gear up, set"
regret,
fakfak,
ngeblink,
menempel,adhere
berbahan,
tangis,"shout, shout out, cry, call, yell, scream, holler, hollo, squall"
secepatnya,
terbalik,"back, backward"
benteng,"position, post, berth, office, spot, billet, place, situation"
nyinyir,
penyesalan,"ruefully, contritely, remorsefully"
kpi,
kendali,bridle
amandemen,
melon,melon
nuhun,
bersamaan,"arterialize, arterialise"
phones,
makmur,"boom, thrive, flourish, expand"
tetangga-tetangga,
ditemuin,
diurus,
nduk,
seluler,cellular
ehek,
daud,
quran,
tentakel,tentacle
dipahami,
yuyu,crab
jenazah,"carcase, carcass"
blogs,
machine,
wafer,wafer
sama2,
hancurin,
terhitung,"count, bet, depend, look, calculate, reckon"
steering,
diskriminasi,"discrimination, favoritism, favouritism"
jodohnya,
sapunya,
bosku,
encer,"dilute, thin, thin out, reduce, cut"
kris,
gun,comb
anvil,
mice,
encok,"gout, gouty arthritis, urarthritis"
songong,"uncivil, rude"
kepanjangan,stretching
modar,"die, decease, perish, go, exit, pass away, expire, pass, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it"
dibantu,
atapnya,
melayani,service
uni,
moonlight,
benimaru,
kuyang,
pesan-pesan,
seru-seru,
geli,"delicate, ticklish, touchy"
jumlahnya,
oka,
fanart,
sarif,
gambaran,representation
mempan,
rjh,
kliping,
karpetnya,
amarah,angry
cakap,competent
tercium,"stray, err, drift"
cemerlang,"glorious, resplendent, splendid, splendiferous"
jerit,"abuse, clapperclaw, blackguard, shout"
giring,
mukhson,
dangerous,
zeto,
ngetweet,
factor,Factor
yakutsk,
kabeh,
tahunnya,
nami,
ti,"ti, te, si"
ngelakuin,Ngelakuin
nyengir,
tuliskan,
barbel,
ranking,
fishinghook,
parts,
numbers,
cita-citanya,his dreams
gunakan,Use
picek,
national,
manggilnya,call him
tttttttt,Ttttttt
teaching,
tipu,"trick, fast one"
kaulah,
racun,poison
peri,spirit world
bobrok,dilapidated
seorangnya,One
memuat,load
robotic,
blocking,
belanda,Dutch
bordir,Embroidery
booster,Booster.
yora,
menceritakan,tell
keseret,
ilmiahnya,
dirakit,
ceritaku,
rempah-rempah,spice
astral,
bubi,
fandi,
hazama,
sion,
realy,
teripang,"sea cucumber, holothurian"
marlin,"black marlin, makaira mazara, makaira marlina"
konkrit,concrete
invented,
termakan,
mengecil,"decrease, lessen, minify"
berteduh,"hide, hide out"
subscene,Subscene
posting,
wulandari,
antagonis,antagonist
explosion,
stiknya,
tabah,Tabah
hilda,
television,
tofu,
permainannya,
suffer,
lilit,"wind, winding, twist"
herbie,
lina,
mixed,
kedengarannya,
ios,
sim-nya,
wesel,weasel
tembak-tembakan,
milih-milih,
hawaii,
beratin,
anggur,"idle, jobless, out of work"
sepuluh,"ten, 10, x"
citizen6,
dat,
grosir,wholesale
fai,
susan,
dibantuin,
pirang,"blond, blonde, light-haired"
literal,
diswan,
gores,"slash, gash"
diarahin,
powerspec,
lupus,lupus
celeng,boar
cublek,
berbukalah,
risoles,
superban,
fauziah,
akrobatik,"acrobatic, athletic, gymnastic"
sulam,"embroider, broider"
mirai,
mingkem,
keprek,
hangman,
antonio,
sekejap,briefly
shakhrukh,
aam,
niggato,Niggato
lai,"pear, pear tree, pyrus communis"
garong,robber
lalala,
instrumentalnya,
kalung,"chain, string, strand"
amankah,Securely
byson,
gura-gura,
rujak,
bikinkan,
sedot,
terbakar,"sunburn, burn"
seterusnya,"henceforth, henceforward"
agenda,"agenda, docket, schedule"
sutomo,
sebaliknya,"rather, kind of, kinda, sort of"
ocha,
awesome,
kecampur,
survival,
samida,
kawasan,area
menyandang,"bear, hold"
baim,
dayat,
najis,feculent
premier,
ajah,
drinking,
chen,
fatoni,
kaisar,emperor
tiara,tiara
bayarin,
alien,
benefit,
sadis,sadistic
spark,
webcam,
current,
isa,
noken,
taking,
harry,
kasihku,
hyun,
annoying,
improving,
starts,
basis,
mayan,
kweni,
kudus,holy
recommendations,
kyu's,
jacques,
abbas,
winstreak,
designed,
irelia,
followers,
kailash,
morgana,
puzzles,
teluk,"bay, embayment"
pemda,
crowd,
ozkia,
huhuy,
mire,
konsisten,consistent
campur-campur,"assorted, miscellaneous, mixed, motley, sundry(a)"
rawon,
mayonnaise,
duhai,
utk,"function, purpose, role, use"
dokternya,
bambu,bamboo
pil,"pill, lozenge, tablet, tab"
g-string,
ngeteng,
sagita,
ngesave,
wati,
apo,
sehelai,
oc,
kirimnya,
kyj,
knot,"nautical mile, mile, mi, naut mi, knot, international nautical mile, air mile"
paku-paku,
carikan,tear
headphone,
syarat,"circumstance, condition, consideration"
devil,
furniture,
bercandanya,
witness,
casual,
pinggir-pinggir,
mainan-mainan,
assalamualaikum,
vulgar,
properly,
sine,
collaboration,
miko,
nature,
misinya,
tail,
arnold,
kedalaman,depth
agen-agen,
terkejut,"jolted, shaken"
wolverine,
zenwatch,
trans,
schedules,
ciuman,"kiss, buss, osculation"
whenever,
sosial-sosial,
jakut,
haul,
kecium,
olah,"caprice, impulse, whim"
zach's,
indie,
bowling,
kaisa,
undang,"invite, ask over, ask round"
ukhti,
latif,beautiful
gopek,
canon,
warista,
semenjak,
tabrak-tabrak,
judes,"choleric, irascible, hotheaded, hot-tempered, quick-tempered, short-tempered"
presentation,
nyampah,
downgrade,
tekstil,textile
interface,
relaksasi,"relaxation, relaxation behavior"
oto-oto,
eiger,
pungut,
saksi,bystander
miley,
weda,
adong,
comfy,
written,
rifles,
wearing,
alive,
tension,
bray,
amp,
cangcut,
jateng,
kerasukan,"entrance, spellbind"
ketidak,
ban,crest
yeye,Yeye
minumannya,
spare,
pdf,
tasik,lake
barongsai,
twinkle,
materi,solder
pewarna,"color, colour, emblazon"
kudasai,
turning,
nasyid,
pigmen,pigment
demit,Demit
kelereng,
perahu,"barge, flatboat, hoy, lighter"
church's,
meher,
troops,
harimu,
berkembang,"grow, develop, produce, get, acquire"
dikumpulkan,
vista,
bruno,
luang,"gap, crack"
konsepnya,
restaurant,
berkabut,"mist, mist over"
innocent,
dodot,
soal-soal,
adjusted,
doping,
3g,
soundstream,
lies,
lasting,
nino,
walet,
pean,
meat,
minimum,"minimal, minimum"
adrian,
kakao,"cacao, cacao tree, chocolate tree, theobroma cacao"
creep,
realize,
offers,
bler,
ciumin,
recover,
plafonnya,
pvp,
pilotnya,
entertaining,
coin,
countries,
ayune,
jerit-jerit,
otomotif,
ne-yo,
tired,
wayer,
evercoss,
finishnya,
chat-chat,
salted,
spongebob,
eniwei,Eniwei.
definisi,definition
mahesa,
kamsamida,
underscore,
playroom,
sparky,
statement,
kambek,
kontrak,contractual
holes,
cold,
enjoyable,
ini-itu,
syafa,
vanessa,
ngabuburit,
nomi,
dongo,
handsfree,
injil,bible
lb,"pound, lb"
kerjakan,"perform, execute, do"
badminton,badminton
semaleman,
jahit,"sew, run up, sew together, stitch"
kurangi,
mengadu,complain
gea,
athena,
folium,
sending,
platformnya,
stamp,
desta,
yaad,
meriah,regimentation
melukis,"disembowel, eviscerate, draw"
lengan,foreleg
disamperin,
ketentuannya,
museum,museum
4sehat,
5sempurna,
pasukan,brigade
rohnya,His spirit
ceplas-ceplos,
arif,"eruditely, learnedly"
taktik,"tactic, tactics, maneuver, manoeuvre"
kurnia,"prize, award"
mistis,"mystic, mystical"
blablablablabla,
kiwi,"kiwi, apteryx"
bernada,
albert,
pucuk,"shoot, spud, germinate, pullulate, bourgeon, burgeon forth, sprout"
soap,
menyaksikan,witness
memaafkan,"excuse, condone"
dinamai,
biologis,biological
doppelganger,
asupan,
niatan,intention
beristirahat,rest
memuji,praise
dikontrol,
wayang,"movie, film, picture, moving picture, moving-picture show, motion picture, motion-picture show, picture show, pic, flick"
aditya,
amit,
semua-semua,
minna-san,
lafayette,
menengok,"determine, check, find out, see, ascertain, watch, learn"
pih,
scientist,
ge,
leonard,
sani,"honorable, honourable"
kyler,
membingungkan,"bewilderingly, confusingly"
mesjid,mosque
tirai,"blind, screen"
tumbuhnya,
dosanya,His sin
cb,
mengakhiri,close
tergolong,inclusive
plak,"brass, memorial tablet, plaque"
kualitas,"direct, unmediated"
akrab,close
pikirin,
wacana,
recommend,
andy,
tetapkan,
kalium,"potassium, k, atomic number 19"
exim,
ngebalik,
kedap,impermeable
eeeh,
wita,
asmat,
tanyalah,
peraturan,regulation
sesosok,
rak,cabinet
celananya,
kepleset,
menunjuk,"sharpen, taper, point"
perintah,"rule, harness, rein"
audisi,
sarah,
ngerespon,
wind,
ended,
ketulis,
ketemunya,
nadine,
disambut,"welcome, receive"
bayangkan,Imagine
pasiennya,patients
renata,
minigame,
injeksi,injection
bengong,
seribu,
kamarku,
tahiyat,
memasuki,"learn, study, read, take"
junaedi,
corong,funnel
cebol,"dwarf, midget, nanus"
makenya,
terserahlah,
sekbid,
kepancing,
pasir-pasir,
direset,
nyelam,
meteore,
engkelnya,
tewel,
ladies,
dicontoh,
mencegah,"break, break off, discontinue, stop"
ultra,Ultra
emailnya,
mukul-mukul,
soup,
odong,
one's,
fir,
basah-basah,
bibit,dawn
fbs,
prosesnya,
pengguna,consumer
jecko,
gift,
candaan,
kepayang,
dzuhur,
protagonisnya,
ricky,
society,
cedera,hurt
sabaran,
setup,
yokatta,
bracket,
keyless,
haram,illegal
lebahnya,
butut,
hometown,
donal,
cucunya,
hancurkan,
siram,
dika,
ngobrolnya,
bukan-bukan,absurd
cepatlah,
diare,ulcerative colitis
tuang,pour
feby,
bantal,cushion
meminum,Drink
ads,
apex,
jatim,
tersakiti,
disapa,
selesainya,
berdiskusi,"hash out, discuss, talk over"
garuda,
hanyoung,
ares,"collar, nail, apprehend, arrest, pick up, nab, cop"
forum,"forum, assembly, meeting place"
seakan2,As if
entitas,"breathe, take a breath, respire, suspire"
desainer,"architect, designer"
issue,
4a,
mahkota,coronet
didengar,
mendengarnya,
menjalin,"tie, bind"
politik,politics
lalai,"absent, absentminded, abstracted, scatty"
faris,
binal,disobedient
high-level,
abisnya,
sonata,sonata
opick,
disconnect,
elastis,elastic
kencing,"make, urinate, piddle, puddle, micturate, piss, pee, pee-pee, make water, relieve oneself, take a leak, spend a penny, wee, wee-wee, pass water"
micnya,
awan-awan,
unggul,distinguished
sulitnya,
trims,TRIMS.
ngeluh,
dirancang,
skala,balance
beraksi,"act, behave, do"
sensasi,sensational
jenggot,"beard, face fungus, whiskers"
mintain,
kumau,
qiuqiu,
muzukashii,
karyanya,
odin,Odin
cerewet,"awkward, embarrassing, sticky, unenviable"
lha,
ngebantuin,
prof,
rewards,
kab,
kelingking,
thomas,
sewu,
menutupi,"cover, wrap up"
masternya,
outsider,
kentalnya,
aib,"flaw, blemish"
sakit-sakit,
udaranya,
poni,
dapet-dapet,
benih,"embryo, conceptus, fertilized egg"
valve,
cooke,
dki,
vibing,
tlah,
otot-otot,
diamkan,
syech,
minjemin,
pemancing,"angler, troller"
rods,
janin,"embryo, conceptus, fertilized egg"
bertanya-tanya,
dicoba-coba,
nil,
ringtone,
gombalan,Gombalan
oknum,personality
mikir-mikir,
healing,
setan-setan,
kulewati,
ngejauh,
lalunya,
pernyataan,"argument, statement"
edukasi,"education, instruction, teaching, pedagogy, didactics, educational activity"
konkret,
mainly,
lesu,"tire, wear upon, tire out, wear, weary, jade, wear out, outwear, wear down, fag out, fag, fatigue"
etika,"ethical, honorable, honourable"
disco,
tobot,
kakakku,
sagu-sagu,Sago-sagu.
pembahasan,discussion
saringan,filter
goda,"enticement, temptation"
maafkanlah,
metalingus,
metalink,
anastasia,
palu-palu,
rasnya,
udn,
karang-karang,
batangan,
bacalah,
aram,aram
d'cost,
pigura,
md,
teror,dystopia
gurau,"joke, jest"
emosinya,
tenenet,
progresnya,
tersinari,
koneksi,connection
stag,
berjanji,"promise, assure"
technet,
kecoa,
wujudnya,
supasti,
lanjutannya,
abdullah,
sahrul,
wigo,
otsuka,
capeknya,
daffa,
yeti,"abominable snowman, yeti"
customer,
quest,
panennya,Harvest
botolnya,
wajahnya,
speknya,Specify it
samar-samar,"vaguely, mistily"
doll,
nyatuin,
nian,
sangkut,"hang, hang up"
deui,
safa,white
kartunya,
sebisa,
kecepat,
downlight,
kaukasus,
ngek,
dosis,
2.1,
ke-6,
inisiator,Inisiator
kemalaman,
energinya,
menentang,stare
jalankan,
simsimi,
diikat,
pecahin,
ponselnya,
melahirkan,parturient
nahi,
gantengnya,
uda,
alhamdulillah,"fortunately, fortuitously, luckily, as luck would have it"
tangkap,"apprehension, arrest, catch, collar, pinch, taking into custody"
bea,
karepmu,
goblog,
enai,
memunculkan,
didepanku,
regular,
pihaknya,
jenner,
kaya-kaya,
bujangan,"bachelor, unmarried man"
wejangan,
studed,
palapa,
dilanjutkan,
rancangannya,
direpair,
berdampingan,"collaborate, join forces, cooperate, get together"
tinggalkan,
setting-setting,
performa,
penyok,"bent, crumpled, dented"
berdebar-debar,"exhaust, wash up, beat, tucker, tucker out"
pelita,lamp
serapi,
anyam,
kutukan,"disapprobation, condemnation"
ketendang,
incenerator,
diikutinya,
wawawawawa,
bloodweb,
kampus,campus
dengue,
tamiya,
wijaya,
rossi,
spanish,
yakubo,
mamamama,
hordeng,
fatah,
jenis-jenis,"kind, sort, form, variety"
sakinah,
menjerit,bawl
omsetnya,
castilla,
ruben,
waka,
terobsesi,
pekora,
outbound,
gaun,"dress, frock"
il,
hunger,
waste,
kb,
keriting,"curl, curve, kink"
kurs,
apartemen,"apartment, flat"
jata,"coat of arms, arms, blazon, blazonry"
norwegia,
k5,
dikeluarin,
ankers,
kotaro,
mengalah,"give way, yield"
lunak,"satiny, sleek, silken, silky, silklike, slick"
padat,"densely, thickly"
budeg,
peternak,"breeder, stock breeder"
meri,
konosuba,
editan,
huawei,
owl,
li,
mudah-mudahan,greatly
kedipan,"blink, eye blink, blinking, wink, winking, nictitation, nictation"
dora,
misil,missile
noodle,
estetikanya,
squishy-nya,
juki,
rawit,
bacaan,"reading, meter reading, indication"
juru,expert
optimis,optimistic
stars,
guling,"roll, bowl"
event-event,
kultur,culture
mereknya,
mahir,"breathe, take a breath, respire, suspire"
hilux,
rae,
diteror,
nawa,
blitz,
neymar,
tos,
urine,"urine, piss, pee, piddle, weewee, water"
serafin,
pajang,
brightness,
drifting,
dacf,
didalem,
singer,
teman-temannya,
sendiri-sendiri,"alone, solo, unaccompanied"
lease,
effects,
dating,
ayato,
reffnya,Reff
kokoro,
genah,
selanjut,"extra, additional"
eyeshadow,
tina,
nyemil,
tebak-tebak,
blazer,"blazer, sport jacket, sport coat, sports jacket, sports coat"
jg,
o.fb,
terbuat,"done, through, through with(p)"
atik,
haid,"menstrual, catamenial"
skins,
buatin,
jessie,
catering,
lorong,"aisle, gangway"
memasak,"cooking, cookery, preparation"
untukku,
subur,"exuberant, lush, luxuriant, profuse, riotous"
niko,
willing,
twelve,
checking,
struktur,structure
paan,
serious,
card,
ensure,
kembar,"identical, monovular"
hidupmu,
bos-bos,
teken,
follower,
ngabur,
somad,
flashback,
proxy,
sangatlah,
susun,"arrange, set up"
lobster,lobster
kosan,
nega,
sedih-sedih,
instructions,
hotwheels,
magical,
ends,
menepati,"carry through, accomplish, execute, carry out, action, fulfill, fulfil"
tank-tank,
coto,
icut,
tomatnya,
scheme,
crop,
letusan,"burst, split, break open"
forki,
upaya,"attempt, effort, endeavor, endeavour, try"
pride,
ine,
dem,
bimo,
tekad,resolution
raven,
kyak,
eunice,
gondrong,
pm,
underwear,
dinikmati,
pizi,
flora,"plant, flora, plant life"
nduwe,
sei,
destroy,
suasana,"air, aura, atmosphere"
souqy,
hina,"atrocious, frightful, horrifying, horrible, ugly"
hino,
sayonara,
maru,
program,"program, programme"
pm2,PM2.
richard,
sekiranya,"in case, just in case"
mengajari,train
rip,
screening,
hadapi,
loyang,brazen
tiki,
zoro,Zoro.
kynya,
mayjen,
check-in,
pict,
appreciate,
clips,
selamet,
akunnya,
susunya,
z-z-z-z,
dono,
kebon,
menyakiti,hurt
nearly,
menular,infect
henry,
feature,
often,
agustus,"august, aug"
sticks,
sekar,
akhlak,"behavior, behaviour, conduct, doings"
kaunter,bar
soviet,
derik,cut
q&q,
married,
cewe2,
detik-detik,
lagi2,
wednesday,
moved,
helloween,
mile,
omah,
tutur,"speak, talk"
aksesoris,
famous,
khairon,
option,
shield,
basahin,
netflix,
ate,
placement,
toefl,
separah,
abroad,
mhz,
abses,dermatomyositis
decoration,
membagi,"fail, go bad, give way, die, give out, conk out, go, break, break down"
lautnya,
nitro,
jonggol,
brings,
tidurlah,
funk,
lay,
wondering,
mas-mas,
menendang,kick
kolev,
dosennya,
format,format
winnetou,
gelap-gelap,
sebagian,"approximately, about, close to, just about, some, roughly, more or less, around, or so"
pahami,
hip,
hour,
seen,
lensa,"lens, lense, lens system"
lewis,
henteu,
hz,
pekerjaannya,
nyelamatin,
vegas,
pengambil,taker
beh,
dikurangin,
maminya,
bli,
video-video,
membisik,
manapun,
kasihlah,
kekunci,
melengkapi,"rig, set, set up"
yayah,
ubur-ubur,jellyfish
siulnya,
gitukan,
reno,
butir,"detail, item, point"
bella,
semangatku,
clothes,
orang-orangnya,
trending,
rim,rim
anji,
mount,
terburu-buru,"brash, cheeky, nervy"
th,
retak,"snap, crack"
hugo,
tuning,
kfc,
nostalgia,nostalgia
nexo,
janjian,
nyasak,
dancing,
spons,
mecoba,
googling,
ilhamnya,
petinju,"boxer, pugilist"
positioning,
masterchef,
mensuport,
punyanya,
sabi,
jason,
tho,
ngilang,
menghafal,"learn, study, read, take"
shu,
ipul,
at&t,
furious,
female,
rahmah,
wd,
tantangan,challenge
fiksi,
mukjizat,miracle
paris,
sena,senna
rusa,"deer, cervid"
pesawatnya,
os,
nyanyikan,
menyampaikan,give
merawat,manicure
ipc,
hunter,
baekhyun,
notch,
dududududududu,
bahan-bahan,
banner,
mengimbau,"appeal, invoke"
